"YearStart","LocationAbbr","Class","Data_Value","Data_Value_Alt","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Age(years)","Education","Gender","Income","Race/Ethnicity","GeoLocation","ClassID","TopicID","QuestionID","StratificationCategory1","Stratification1","StratificationCategoryId1","StratificationID1","Number_people"
2014,"CO","Physical Activity",32.5,32.5,28.4,36.9,905,NA,NA,NA,"Less than $15,000",NA,"(38.843840757, -106.133610921)","PA","PA1","Q047","Income","Less than $15,000","INC","INCLESS15",295
2014,"CO","Physical Activity",22.8,22.8,11.7,39.6,58,NA,NA,NA,NA,"Other","(38.843840757, -106.133610921)","PA","PA1","Q047","Race/Ethnicity","Other","RACE","RACEOTH",14
2014,"CO","Physical Activity",13.2,13.2,12.4,14.1,10594,NA,NA,NA,NA,"Non-Hispanic White","(38.843840757, -106.133610921)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",1399
2014,"CO","Physical Activity",27.3,27.3,18.2,38.8,114,NA,NA,NA,NA,"American Indian/Alaska Native","(38.843840757, -106.133610921)","PA","PA1","Q047","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",32
2014,"CO","Physical Activity",14.6,14.6,9.7,21.5,183,NA,NA,NA,NA,"Asian","(38.843840757, -106.133610921)","PA","PA1","Q047","Race/Ethnicity","Asian","RACE","RACEASN",27
2014,"CO","Physical Activity",27.1,27.1,24.5,30,1567,NA,NA,NA,NA,"Hispanic","(38.843840757, -106.133610921)","PA","PA1","Q047","Race/Ethnicity","Hispanic","RACE","RACEHIS",425
2014,"CO","Physical Activity",18,18,11.9,26.4,179,NA,NA,NA,NA,"2 or more races","(38.843840757, -106.133610921)","PA","PA1","Q047","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",33
2014,"CO","Physical Activity",21.4,21.4,16.5,27.2,311,NA,NA,NA,NA,"Non-Hispanic Black","(38.843840757, -106.133610921)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",67
2014,"CT","Physical Activity",13.3,13.3,8.8,19.4,348,"18 - 24",NA,NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Age (years)","18 - 24","AGEYR","AGEYR1824",47
2014,"CT","Physical Activity",17.8,17.8,14.8,21.2,921,"35 - 44",NA,NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Age (years)","35 - 44","AGEYR","AGEYR3544",164
2014,"CT","Physical Activity",16.8,16.8,13.5,20.6,646,"25 - 34",NA,NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Age (years)","25 - 34","AGEYR","AGEYR2534",109
2014,"CT","Physical Activity",21.9,21.9,19.4,24.6,1882,"55 - 64",NA,NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Age (years)","55 - 64","AGEYR","AGEYR5564",413
2014,"CT","Physical Activity",19.9,19.9,17.4,22.7,1517,"45 - 54",NA,NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Age (years)","45 - 54","AGEYR","AGEYR4554",302
2014,"CT","Physical Activity",30,30,27.6,32.5,2629,"65 or older",NA,NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Age (years)","65 or older","AGEYR","AGEYR65PLUS",789
2014,"CT","Physical Activity",10.6,10.6,9.5,11.9,3774,NA,"College graduate",NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Education","College graduate","EDU","EDUCOGRAD",401
2014,"CT","Physical Activity",24.3,24.3,21.9,26.9,1836,NA,"High school graduate",NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Education","High school graduate","EDU","EDUHSGRAD",447
2014,"CT","Physical Activity",38.5,38.5,33.4,44,517,NA,"Less than high school",NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Education","Less than high school","EDU","EDUHS",200
2014,"CT","Physical Activity",21.5,21.5,18.7,24.5,1740,NA,"Some college or technical school",NA,NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Education","Some college or technical school","EDU","EDUCOTEC",375
2014,"CT","Physical Activity",23.2,23.2,21.3,25.1,4509,NA,NA,"Female",NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Gender","Female","GEN","FEMALE",1047
2014,"CT","Physical Activity",17.9,17.9,16.2,19.7,3434,NA,NA,"Male",NA,NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Gender","Male","GEN","MALE",615
2014,"CT","Physical Activity",17.1,17.1,14.3,20.4,1014,NA,NA,NA,"$50,000 - $74,999",NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Income","$50,000 - $74,999","INC","INC5075",174
2014,"CT","Physical Activity",28.4,28.4,23.5,33.8,560,NA,NA,NA,"$25,000 - $34,999",NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Income","$25,000 - $34,999","INC","INC2535",160
2014,"CT","Physical Activity",39.1,39.1,33.7,44.8,552,NA,NA,NA,"Less than $15,000",NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Income","Less than $15,000","INC","INCLESS15",216
2014,"CT","Physical Activity",10.5,10.5,9,12.1,2791,NA,NA,NA,"$75,000 or greater",NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Income","$75,000 or greater","INC","INC75PLUS",294
2014,"CT","Physical Activity",22,22,18.3,26.2,753,NA,NA,NA,"$35,000 - $49,999",NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Income","$35,000 - $49,999","INC","INC3550",166
2014,"CT","Physical Activity",23.1,23.1,19.7,26.9,1433,NA,NA,NA,"Data not reported",NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Income","Data not reported","INC","INCNR",332
2014,"CT","Physical Activity",31.9,31.9,27.6,36.5,840,NA,NA,NA,"$15,000 - $24,999",NA,"(41.56266102, -72.649840952)","PA","PA1","Q047","Income","$15,000 - $24,999","INC","INC1525",268
2014,"CT","Physical Activity",7.3,7.3,3.2,16,75,NA,NA,NA,NA,"2 or more races","(41.56266102, -72.649840952)","PA","PA1","Q047","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",6
2014,"CT","Physical Activity",15.8,15.8,9.7,24.7,166,NA,NA,NA,NA,"Asian","(41.56266102, -72.649840952)","PA","PA1","Q047","Race/Ethnicity","Asian","RACE","RACEASN",27
2014,"CT","Physical Activity",26.2,26.2,21.9,31,586,NA,NA,NA,NA,"Non-Hispanic Black","(41.56266102, -72.649840952)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",154
2014,"CT","Physical Activity",30.1,30.1,26,34.6,657,NA,NA,NA,NA,"Hispanic","(41.56266102, -72.649840952)","PA","PA1","Q047","Race/Ethnicity","Hispanic","RACE","RACEHIS",198
2014,"CT","Physical Activity",18.1,18.1,16.7,19.6,6174,NA,NA,NA,NA,"Non-Hispanic White","(41.56266102, -72.649840952)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",1118
2014,"CT","Physical Activity",34.8,34.8,19.7,53.9,72,NA,NA,NA,NA,"Other","(41.56266102, -72.649840952)","PA","PA1","Q047","Race/Ethnicity","Other","RACE","RACEOTH",26
2014,"DC","Physical Activity",21.5,21.5,14.1,31.5,123,"18 - 24",NA,NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Age (years)","18 - 24","AGEYR","AGEYR1824",27
2014,"DC","Physical Activity",22.2,22.2,17.7,27.5,654,"45 - 54",NA,NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Age (years)","45 - 54","AGEYR","AGEYR4554",146
2014,"DC","Physical Activity",29.7,29.7,26.4,33.3,1530,"65 or older",NA,NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Age (years)","65 or older","AGEYR","AGEYR65PLUS",455
2014,"DC","Physical Activity",19.1,19.1,14.3,25.1,444,"35 - 44",NA,NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Age (years)","35 - 44","AGEYR","AGEYR3544",85
2014,"DC","Physical Activity",13.5,13.5,9.5,18.8,350,"25 - 34",NA,NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Age (years)","25 - 34","AGEYR","AGEYR2534",48
2014,"DC","Physical Activity",25.8,25.8,21.6,30.5,958,"55 - 64",NA,NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Age (years)","55 - 64","AGEYR","AGEYR5564",248
2014,"DC","Physical Activity",9.5,9.5,7.8,11.5,2450,NA,"College graduate",NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Education","College graduate","EDU","EDUCOGRAD",233
2014,"DC","Physical Activity",44.3,44.3,35,54,253,NA,"Less than high school",NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Education","Less than high school","EDU","EDUHS",113
2014,"DC","Physical Activity",31.7,31.7,26.2,37.8,668,NA,"High school graduate",NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Education","High school graduate","EDU","EDUHSGRAD",212
2014,"DC","Physical Activity",24.3,24.3,19.4,30.1,640,NA,"Some college or technical school",NA,NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Education","Some college or technical school","EDU","EDUCOTEC",156
2014,"DC","Physical Activity",23,23,19.9,26.4,2450,NA,NA,"Female",NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Gender","Female","GEN","FEMALE",564
2014,"DC","Physical Activity",18.4,18.4,15.6,21.5,1609,NA,NA,"Male",NA,NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Gender","Male","GEN","MALE",297
2014,"DC","Physical Activity",35.2,35.2,27.6,43.7,427,NA,NA,NA,"$15,000 - $24,999",NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Income","$15,000 - $24,999","INC","INC1525",151
2014,"DC","Physical Activity",14,14,9.8,19.5,430,NA,NA,NA,"$50,000 - $74,999",NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Income","$50,000 - $74,999","INC","INC5075",61
2014,"DC","Physical Activity",27.9,27.9,22.3,34.2,723,NA,NA,NA,"Data not reported",NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Income","Data not reported","INC","INCNR",202
2014,"DC","Physical Activity",7.5,7.5,5.8,9.6,1588,NA,NA,NA,"$75,000 or greater",NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Income","$75,000 or greater","INC","INC75PLUS",120
2014,"DC","Physical Activity",32.1,32.1,22.3,43.7,227,NA,NA,NA,"$25,000 - $34,999",NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Income","$25,000 - $34,999","INC","INC2535",73
2014,"DC","Physical Activity",34.6,34.6,26.7,43.4,336,NA,NA,NA,"Less than $15,000",NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Income","Less than $15,000","INC","INCLESS15",117
2014,"DC","Physical Activity",19.3,19.3,13.9,26.2,328,NA,NA,NA,"$35,000 - $49,999",NA,"(38.890371385, -77.031961127)","PA","PA1","Q047","Income","$35,000 - $49,999","INC","INC3550",64
2014,"DC","Physical Activity",14.3,14.3,5.5,32.5,79,NA,NA,NA,NA,"Asian","(38.890371385, -77.031961127)","PA","PA1","Q047","Race/Ethnicity","Asian","RACE","RACEASN",12
2014,"DC","Physical Activity",32.5,32.5,29,36.3,1874,NA,NA,NA,NA,"Non-Hispanic Black","(38.890371385, -77.031961127)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",610
2014,"DC","Physical Activity",28,28,18.1,40.6,147,NA,NA,NA,NA,"Hispanic","(38.890371385, -77.031961127)","PA","PA1","Q047","Race/Ethnicity","Hispanic","RACE","RACEHIS",42
2014,"DC","Physical Activity",24.2,24.2,11.9,43,83,NA,NA,NA,NA,"2 or more races","(38.890371385, -77.031961127)","PA","PA1","Q047","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",21
2014,"DC","Physical Activity",7.1,7.1,5.5,9,1703,NA,NA,NA,NA,"Non-Hispanic White","(38.890371385, -77.031961127)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",121
2014,"DE","Physical Activity",28.4,28.4,24,33.2,739,"45 - 54",NA,NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Age (years)","45 - 54","AGEYR","AGEYR4554",210
2014,"DE","Physical Activity",21.7,21.7,16.8,27.5,364,"25 - 34",NA,NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Age (years)","25 - 34","AGEYR","AGEYR2534",79
2014,"DE","Physical Activity",26.9,26.9,23.5,30.5,1019,"55 - 64",NA,NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Age (years)","55 - 64","AGEYR","AGEYR5564",275
2014,"DE","Physical Activity",31.2,31.2,28.2,34.3,1563,"65 or older",NA,NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Age (years)","65 or older","AGEYR","AGEYR65PLUS",488
2014,"DE","Physical Activity",16.6,16.6,11,24.4,178,"18 - 24",NA,NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Age (years)","18 - 24","AGEYR","AGEYR1824",30
2014,"DE","Physical Activity",20.7,20.7,16.3,25.9,430,"35 - 44",NA,NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Age (years)","35 - 44","AGEYR","AGEYR3544",90
2014,"DE","Physical Activity",12.4,12.4,10.6,14.4,1543,NA,"College graduate",NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Education","College graduate","EDU","EDUCOGRAD",192
2014,"DE","Physical Activity",30.2,30.2,26.8,33.9,1275,NA,"High school graduate",NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Education","High school graduate","EDU","EDUHSGRAD",386
2014,"DE","Physical Activity",42.4,42.4,36,49,399,NA,"Less than high school",NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Education","Less than high school","EDU","EDUHS",170
2014,"DE","Physical Activity",22,22,18.5,25.8,1037,NA,"Some college or technical school",NA,NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Education","Some college or technical school","EDU","EDUCOTEC",229
2014,"DE","Physical Activity",26.9,26.9,24.6,29.4,2542,NA,NA,"Female",NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Gender","Female","GEN","FEMALE",684
2014,"DE","Physical Activity",22.8,22.8,20,25.8,1751,NA,NA,"Male",NA,NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Gender","Male","GEN","MALE",400
2014,"DE","Physical Activity",44.4,44.4,36.7,52.4,344,NA,NA,NA,"Less than $15,000",NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Income","Less than $15,000","INC","INCLESS15",153
2014,"DE","Physical Activity",16.9,16.9,13.5,21.1,563,NA,NA,NA,"$50,000 - $74,999",NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Income","$50,000 - $74,999","INC","INC5075",96
2014,"DE","Physical Activity",10.9,10.9,8.3,14.2,1097,NA,NA,NA,"$75,000 or greater",NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Income","$75,000 or greater","INC","INC75PLUS",120
2014,"DE","Physical Activity",35.8,35.8,30.8,41,661,NA,NA,NA,"$15,000 - $24,999",NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Income","$15,000 - $24,999","INC","INC1525",237
2014,"DE","Physical Activity",27.3,27.3,22.9,32.2,750,NA,NA,NA,"Data not reported",NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Income","Data not reported","INC","INCNR",205
2014,"DE","Physical Activity",32.8,32.8,26.3,39.9,373,NA,NA,NA,"$25,000 - $34,999",NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Income","$25,000 - $34,999","INC","INC2535",123
2014,"DE","Physical Activity",31.1,31.1,25.2,37.6,505,NA,NA,NA,"$35,000 - $49,999",NA,"(39.008830667, -75.577741168)","PA","PA1","Q047","Income","$35,000 - $49,999","INC","INC3550",158
2014,"DE","Physical Activity",14.9,14.9,8,26,65,NA,NA,NA,NA,"Asian","(39.008830667, -75.577741168)","PA","PA1","Q047","Race/Ethnicity","Asian","RACE","RACEASN",10
2014,"DE","Physical Activity",23,23,17.3,29.9,324,NA,NA,NA,NA,"2 or more races","(39.008830667, -75.577741168)","PA","PA1","Q047","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",75
2014,"DE","Physical Activity",22,22,20.1,24.1,2902,NA,NA,NA,NA,"Non-Hispanic White","(39.008830667, -75.577741168)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",639
2014,"DE","Physical Activity",33,33,27.6,38.9,605,NA,NA,NA,NA,"Non-Hispanic Black","(39.008830667, -75.577741168)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",200
2014,"DE","Physical Activity",29.2,29.2,23,36.3,251,NA,NA,NA,NA,"Hispanic","(39.008830667, -75.577741168)","PA","PA1","Q047","Race/Ethnicity","Hispanic","RACE","RACEHIS",74
2014,"FL","Physical Activity",14.3,14.3,11.2,18.3,448,"18 - 24",NA,NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Age (years)","18 - 24","AGEYR","AGEYR1824",65
2014,"FL","Physical Activity",24.8,24.8,21.9,27.8,1409,"45 - 54",NA,NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Age (years)","45 - 54","AGEYR","AGEYR4554",350
2014,"FL","Physical Activity",18.1,18.1,15,21.7,774,"25 - 34",NA,NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Age (years)","25 - 34","AGEYR","AGEYR2534",141
2014,"FL","Physical Activity",26.4,26.4,24,29,1971,"55 - 64",NA,NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Age (years)","55 - 64","AGEYR","AGEYR5564",521
2014,"FL","Physical Activity",23.1,23.1,19.7,26.9,888,"35 - 44",NA,NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Age (years)","35 - 44","AGEYR","AGEYR3544",206
2014,"FL","Physical Activity",29.5,29.5,27.7,31.3,4306,"65 or older",NA,NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Age (years)","65 or older","AGEYR","AGEYR65PLUS",1271
2014,"FL","Physical Activity",11.9,11.9,10.7,13.2,3598,NA,"College graduate",NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Education","College graduate","EDU","EDUCOGRAD",429
2014,"FL","Physical Activity",29,29,26.8,31.4,2552,NA,"High school graduate",NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Education","High school graduate","EDU","EDUHSGRAD",741
2014,"FL","Physical Activity",20.3,20.3,18.5,22.2,2800,NA,"Some college or technical school",NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Education","Some college or technical school","EDU","EDUCOTEC",569
2014,"FL","Physical Activity",38.7,38.7,34.2,43.3,725,NA,"Less than high school",NA,NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Education","Less than high school","EDU","EDUHS",281
2014,"FL","Physical Activity",20.6,20.6,19,22.4,3908,NA,NA,"Male",NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Gender","Male","GEN","MALE",806
2014,"FL","Physical Activity",26.6,26.6,25,28.2,5888,NA,NA,"Female",NA,NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Gender","Female","GEN","FEMALE",1567
2014,"FL","Physical Activity",26.7,26.7,23.1,30.7,991,NA,NA,NA,"$25,000 - $34,999",NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Income","$25,000 - $34,999","INC","INC2535",265
2014,"FL","Physical Activity",9,9,7.6,10.7,2252,NA,NA,NA,"$75,000 or greater",NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Income","$75,000 or greater","INC","INC75PLUS",203
2014,"FL","Physical Activity",22.1,22.1,19.1,25.5,1197,NA,NA,NA,"$35,000 - $49,999",NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Income","$35,000 - $49,999","INC","INC3550",265
2014,"FL","Physical Activity",18,18,15.5,20.9,1229,NA,NA,NA,"$50,000 - $74,999",NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Income","$50,000 - $74,999","INC","INC5075",222
2014,"FL","Physical Activity",26.1,26.1,23,29.4,1581,NA,NA,NA,"Data not reported",NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Income","Data not reported","INC","INCNR",413
2014,"FL","Physical Activity",38.7,38.7,34.6,43,962,NA,NA,NA,"Less than $15,000",NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Income","Less than $15,000","INC","INCLESS15",373
2014,"FL","Physical Activity",33.7,33.7,30.5,37,1584,NA,NA,NA,"$15,000 - $24,999",NA,"(28.932040377, -81.928960539)","PA","PA1","Q047","Income","$15,000 - $24,999","INC","INC1525",534
2014,"FL","Physical Activity",18.1,18.1,11.8,26.6,166,NA,NA,NA,NA,"Asian","(28.932040377, -81.928960539)","PA","PA1","Q047","Race/Ethnicity","Asian","RACE","RACEASN",31
2014,"FL","Physical Activity",25,25,21.5,28.8,879,NA,NA,NA,NA,"Non-Hispanic Black","(28.932040377, -81.928960539)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",220
2014,"FL","Physical Activity",28,28,25,31.3,1229,NA,NA,NA,NA,"Hispanic","(28.932040377, -81.928960539)","PA","PA1","Q047","Race/Ethnicity","Hispanic","RACE","RACEHIS",345
2014,"FL","Physical Activity",21.8,21.8,20.5,23.1,7044,NA,NA,NA,NA,"Non-Hispanic White","(28.932040377, -81.928960539)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",1536
2014,"FL","Physical Activity",22.3,22.3,14.5,32.7,144,NA,NA,NA,NA,"2 or more races","(28.932040377, -81.928960539)","PA","PA1","Q047","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",33
2014,"GA","Physical Activity",34.6,34.6,32,37.2,2188,"65 or older",NA,NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Age (years)","65 or older","AGEYR","AGEYR65PLUS",758
2014,"GA","Physical Activity",26.1,26.1,23,29.6,1085,"45 - 54",NA,NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Age (years)","45 - 54","AGEYR","AGEYR4554",284
2014,"GA","Physical Activity",19.9,19.9,16.5,23.9,736,"35 - 44",NA,NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Age (years)","35 - 44","AGEYR","AGEYR3544",147
2014,"GA","Physical Activity",18.6,18.6,15,22.7,553,"25 - 34",NA,NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Age (years)","25 - 34","AGEYR","AGEYR2534",103
2014,"GA","Physical Activity",26.6,26.6,23.8,29.7,1455,"55 - 64",NA,NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Age (years)","55 - 64","AGEYR","AGEYR5564",388
2014,"GA","Physical Activity",14.9,14.9,11.2,19.5,330,"18 - 24",NA,NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Age (years)","18 - 24","AGEYR","AGEYR1824",50
2014,"GA","Physical Activity",10.5,10.5,9.1,12.1,2243,NA,"College graduate",NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Education","College graduate","EDU","EDUCOGRAD",236
2014,"GA","Physical Activity",27.7,27.7,25.1,30.5,1711,NA,"High school graduate",NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Education","High school graduate","EDU","EDUHSGRAD",474
2014,"GA","Physical Activity",41.4,41.4,36.3,46.7,703,NA,"Less than high school",NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Education","Less than high school","EDU","EDUHS",292
2014,"GA","Physical Activity",20.6,20.6,18.3,23.1,1646,NA,"Some college or technical school",NA,NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Education","Some college or technical school","EDU","EDUCOTEC",340
2014,"GA","Physical Activity",25.8,25.8,24,27.8,3911,NA,NA,"Female",NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Gender","Female","GEN","FEMALE",1010
2014,"GA","Physical Activity",21.2,21.2,19.1,23.5,2436,NA,NA,"Male",NA,NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Gender","Male","GEN","MALE",517
2014,"GA","Physical Activity",13.7,13.7,11,17,767,NA,NA,NA,"$50,000 - $74,999",NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Income","$50,000 - $74,999","INC","INC5075",106
2014,"GA","Physical Activity",30.4,30.4,26.7,34.4,1036,NA,NA,NA,"$15,000 - $24,999",NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Income","$15,000 - $24,999","INC","INC1525",315
2014,"GA","Physical Activity",9.9,9.9,8.3,11.8,1476,NA,NA,NA,"$75,000 or greater",NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Income","$75,000 or greater","INC","INC75PLUS",147
2014,"GA","Physical Activity",28.9,28.9,25.1,33,1077,NA,NA,NA,"Data not reported",NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Income","Data not reported","INC","INCNR",312
2014,"GA","Physical Activity",23.4,23.4,19.5,27.8,702,NA,NA,NA,"$35,000 - $49,999",NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Income","$35,000 - $49,999","INC","INC3550",165
2014,"GA","Physical Activity",26.3,26.3,21.9,31.2,616,NA,NA,NA,"$25,000 - $34,999",NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Income","$25,000 - $34,999","INC","INC2535",163
2014,"GA","Physical Activity",42.6,42.6,37.1,48.2,673,NA,NA,NA,"Less than $15,000",NA,"(32.839681093, -83.627580346)","PA","PA1","Q047","Income","Less than $15,000","INC","INCLESS15",287
2014,"GA","Physical Activity",23.6,23.6,17.6,30.8,241,NA,NA,NA,NA,"Hispanic","(32.839681093, -83.627580346)","PA","PA1","Q047","Race/Ethnicity","Hispanic","RACE","RACEHIS",57
2014,"GA","Physical Activity",22.4,22.4,20.7,24,4185,NA,NA,NA,NA,"Non-Hispanic White","(32.839681093, -83.627580346)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",938
2014,"GA","Physical Activity",20.2,20.2,10.4,35.5,107,NA,NA,NA,NA,"2 or more races","(32.839681093, -83.627580346)","PA","PA1","Q047","Race/Ethnicity","2 or more races","RACE","RACE2PLUS",22
2014,"GA","Physical Activity",26.9,26.9,24.1,30,1543,NA,NA,NA,NA,"Non-Hispanic Black","(32.839681093, -83.627580346)","PA","PA1","Q047","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",416
2014,"GA","Physical Activity",15.8,15.8,8.4,27.7,70,NA,NA,NA,NA,"Asian","(32.839681093, -83.627580346)","PA","PA1","Q047","Race/Ethnicity","Asian","RACE","RACEASN",12
2014,"GU","Physical Activity",17.8,17.8,12.5,24.7,308,"18 - 24",NA,NA,NA,NA,"(13.444304, 144.793731)","PA","PA1","Q047","Age (years)","18 - 24","AGEYR","AGEYR1824",55
2014,"GU","Physical Activity",23.4,23.4,18.6,29.1,510,"25 - 34",NA,NA,NA,NA,"(13.444304, 144.793731)","PA","PA1","Q047","Age (years)","25 - 34","AGEYR","AGEYR2534",120
2014,"GU","Physical Activity",27,27,21.7,32.9,489,"35 - 44",NA,NA,NA,NA,"(13.444304, 144.793731)","PA","PA1","Q047","Age (years)","35 - 44","AGEYR","AGEYR3544",133
